well_name,TIME,BHFG,P28H_ECO_RT,DMEA,TQA,CRS_CNINC,SRVTYPE,BACC,FPG_P,DBTV,TOFF,UCAV_DH_ECO_RT,SHK_ISONIC_RT,GS_G_NC5,ROP5,RGX,TTONB,GS_TVA,DCAV_DH_ECO_RT,SPM3,ROP,CRS1,GS_DRTV,PASS_NAME,DRPM30s,SHKPK_RT,MTF_RT,MON_DH_ECO_RT,HKLD30s,PMIN_RT,P40H_COND_UNC_ECO_RT,TTV2,GS_TFLO,DCHV,MSP1,ECD_MW_IN,GS_TV10,P28H_COND_UNC_ECO_RT,GS_GASA,MSP7,DNI_MP,B_RETRACT_P,ECD_ECO_RT,CUREDT_RT,TOFB,SGX,AZIM_CONT_RT,SPM1,GS_TV13,GY_RT,GS_G_IC5,MAG_DEC,A40H_UNC_DH_ECO_RT,GS_RPM,HY_RT,ETSL,STAT_ISONIC_RT,BVEL,AJAM_MWD,MSP2,GS_TV11,SHKTOT_RT,CRS4,HKLX,SPM2,RPM30s,DHAT_DH_ECO_RT,SRV_HY,PPG_P,SRVAZI,TSTK,PMAX_TM_RT,DTPO_RT,ESD_MAX_RT,ESD_MIN_RT,SPM4,GS_SWOB,SHZ,RSDX,DEPT,RPM,GS_ROP,SRVINC,SHY,EDRT,SHKLV,GS_G_C3,CHCO_RT,RGX_RT,STICK_RT,MBOT,GS_TQA,GS_TV12,HSTEMP,MSP8,SGY,GS_TV06,AORIENT_P,SSFRQ,GS_CHKP,GS_MDOA,CRS5,GS_TV14,DRPM,SHKRSK_RT,HZ_RT,GS_ACTC,HKLD,THKD,GS_MWTI,ROBB_DH_ECO_RT,GTEMP,TCHR,SWOB,GS_G_C1,STK1,HKLI,ECD_CT_FPWD,UTSTAT,SRV_HZ,SRVEW,TVDE,RHX_RT,B_STATE_P,ANGLX,LOT_TIME,STWT,GS_MTOA,TFDES,GS_TV04,BONB,DCHR,A40H_COND_UNC_ECO_RT,GS_G_C2,TEFNEG,HKLN,BITRUN,HKLO,TOTAL_CORR,PMPT,TSPM,STK2,STK4,DHAP_DH_ECO_RT,PESD_TM_RT,SSAMP,ACTC,HYDR_RET_P,GS_TV09,RETI,GS_DCHM,TFLO30s,GS_TV02,SRATIO,TFLO,A28H_UNC_DH_ECO_RT,PESD_RT,SHKRATE_RT,TOJ,GZ_RT,GS_TV07,DBTM,GS_SPM2,GS_BPOS,CRPM_RT,STKSLP,SDEP_CONT_RT,TRPM,STIS,P40H_ECO_RT,DTCO_RT,HV,P40H_UNC_DH_ECO_RT,SHX,GS_SPPA,CPOF,GS_DBTM,ECD_P,OSTM,GS_TDH,VIBX_RT,ROP30s,RSUX,MSP6,SGZ,ANGXCRS,MWIN,GS_TV01,SRVNS,SMOD,PMIN_TM_RT,SRV_GZ,STK3,RHX,FVOC,TF_CORR,BP_CORR_P,INCL_CONT_RT,QROP,A40H_ECO_RT,GS_SPM3,SRVDEPTH,GS_CFIA,GS_TV03,TTPO_RT,A28H_COND_UNC_ECO_RT,DNISTAT,GS_HKLD,A28H_ECO_RT,GTF_RT,SPPA,SRV_GX,HVM,GS_TTV1,CRS_CNAZI,CHPO_RT,GS_G_IC4,SWOB30s,GS_TV05,PMAX_RT,SRV_GY,GS_SPM1,GRID_CORR,GS_DRTM,ESD_RT,GS_DMEA,RTSTAT,TRPM_RT,TF,P28H_UNC_DH_ECO_RT,VIBLAT_RT,MSP5,BPOS,RTMODE,GS_G_NC4,GS_TVCA,MSP4,GS_TV08,DCRNT,SHK3TM_RT,SRVTVD,TEMP_DNI_RT,SRV_HX,GS_DVER
WELL-1,2008-12-21T17:27:22.982Z,,,,,,,,,,,,,,,,,68.6999969359986,,,,,,,,,,,,,,2.40000016094798,2000.2800274866,,,,14.6796277900184,,0,,,,,,,,,,3.49981419829722,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.106864550917697,,,162.000003362615,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7299994444445,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8310189681417,,,,0.511168777051369,,,,,,,,11.3579215163861,,45,19.2999990936,,,,,,,,,,,1314.99996473176,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.13999978722548,,,,,,0,,0,6.95153928355273,,,,71.2577660426347,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.13999978722548,3.46,14.9378845950996,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:27.043Z,,,,,,,,,,,,,,,,,68.7200011955498,,,,,,,,,,,,,,2.40000016094798,2000.14001645296,,,,14.6796277900184,,0,,,,,,,,,,3.49803309696343,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.106864550917697,,,162.000003362615,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7100000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8310189681417,,,,0.511168777051369,,,,,,,,11.3597022779178,,45,19.1399995152,,,,,,,,,,,1322.99995161903,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.1199998203315,,,,,,0,,0,6.94975849370425,,,,71.3801348314362,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.1199998203315,3.46,14.9396647053437,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:31.968Z,,,,,,,,,,,,,,,,,68.7200011955498,,,,,,,,,,,,,,2.40000016094798,2000.2800274866,,,,14.6778476797742,,0,,,,,,,,,,3.49803309696343,,,,,0,,,,,,,1.48000009395168,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.106864550917697,,,116.999997832051,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7000000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8274574167616,,,,0.511168777051369,,,,,,,,11.3597022779178,,45,19.040001036,,,,,,,,,,,1301.00002215284,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.11000015485911,,,,,,0,,0,6.95153928355273,,,,73.6439059415298,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.11000015485911,3.46,14.9378845950996,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:36.029Z,,,,,,,,,,,,,,,,,68.7200011955498,,,,,,,,,,,,,,2.40000016094798,2000.14001645296,,,,14.6742847691854,,0,,,,,,,,,,3.49803309696343,,,,,0,,,,,,,1.48000009395168,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.106864550917697,,,139.999998054098,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.6800005555557,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8274574167616,,,,0.511168777051369,,,,,,,,11.3597022779178,,45,18.9699994488,,,,,,,,,,,1317.00000971688,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.1199998203315,,,,,,0,,0,6.94975849370425,,,,70.3502193359234,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.1199998203315,3.46,14.9361031539636,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:41.040Z,,,,,,,,,,,,,,,,,68.7200011955498,,,,,,,,,,,,,,2.40000016094798,1999.83996577078,,,,14.6778476797742,,0,,,,,,,,,,3.49803309696343,,,,,0,,,,,,,1.48000009395168,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.101521331866866,,,147.000003817346,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7200000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8274574167616,,,,0.511168777051369,,,,,,,,11.3597022779178,,45,18.9099998736,,,,,,,,,,,1346.00000699913,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.11000015485911,,,,,,0,,0,6.94975849370425,,,,69.7995718065146,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.11000015485911,3.46,14.9343216845108,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:45.014Z,,,,,,,,,,,,,,,,,68.7200011955498,,,,,,,,,,,,,,2.40000016094798,2000.14001645296,,,,14.6742847691854,,0,,,,,,,,,,3.49803309696343,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.270723551644975,,,,0.101521331866866,,,138.999996245811,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7299994444445,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8274574167616,,,,0.511168777051369,,,,,,,,11.3597022779178,,45,18.7600001736,,,,,,,,,,,1314.99996473176,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.11000015485911,,,,,,0,,0,6.94975849370425,,,,69.5752404424531,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.11000015485911,3.46,14.9325402433749,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:50.026Z,,,,,,,,,,,,,,,,,68.7200011955498,,,,,,,,,,,,,,2.40000016094798,2000.4300547204,,,,14.6742847691854,,0,,,,,,,,,,3.49803309696343,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.268942478628032,,,,0.101521331866866,,,128.999998847217,7.01014,,3.67792181147689,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7200000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8274574167616,,,,0.511168777051369,,,,,,,,11.3597022779178,,45,18.6599998656,,,,,,,,,,,1310.00003842742,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.11000015485911,,,,,,0,,0,6.94619626271982,,,,71.7166432173376,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.11000015485911,3.46,14.9307601331307,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:54.000Z,,,,,,,,,,,,,,,,,68.7200011955498,,,,,,,,,,,,,,2.39000017750099,2000.14001645296,,,,14.6742847691854,,0,,,,,,,,,,3.49803309696343,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.268942478628032,,,,0.101521331866866,,,134.000000993893,7.01014,,3.67614068182626,,,,8,,,11.850475,,,,,,,,,,,,,,,,,,13.7100000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8238958653815,,,,0.509387704034425,,,,,,,,11.3597022779178,,45,18.6399994992,,,,,,,,,,,1299.99999966028,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.11000015485911,,,,,,0,,0,6.94441550118819,,,,70.6459379743602,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.11000015485911,3.46,14.9307601331307,,,,,,2439.5000000352
WELL-1,2008-12-21T17:27:59.011Z,,,,,,,,,,,,,,,,,68.7200011955498,,,,,,,,,,,,,,2.39000017750099,2000.2800274866,,,,14.6742847691854,,0,,,,,,,,,,3.49981419829722,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.268942478628032,,,,0.0997402588499221,,,140.999999862384,7.01014,,3.67614068182626,,,,8,,,11.767021,,,,,,,,,,,,,,,,,,13.7000000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8238958653815,,,,0.507606631017482,,,,,,,,11.3597022779178,,45,18.6399994992,,,,,,,,,,,1353.9999938864,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.73847840732036,,,,,,,-7.1199998203315,,,,,,0,,0,6.94263403173539,,,,70.9620474041979,,,,,,461.487479452363,,,,,14.8345818787305,,,45,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-7.1199998203315,3.46,14.9325402433749,,,,,,2439.5000000352
WELL-1,2008-12-21T17:28:02.986Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40000016094798,,,,,14.6742847691854,,,,,,,,,,,,3.49981419829722,,,,,,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268942478628032,,,,0.0979591858329785,,,,,,3.67614068182626,,,,8,,,,,,,,,,,,,,,,,,,,,,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8238958653815,,,,0.507606631017482,,,,,,,,11.3597022779178,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73847840732036,,,,,,,,,,,,,,,,6.94263403173539,,,,,,,,,,461.487479452363,,,,,14.8345818787305,,,,,,,2591.0600587128,,,,,,,,,,,,14.9343216845108,,,,,,2439.5000000352
WELL-1,2008-12-21T17:29:05.971Z,,,,,,,,,,,,,,,,,69.9000014681171,,,,,,,,,,,,,,2.40000016094798,0,,,,14.6796277900184,,0,,,,,,,,,,3.50337642928165,,,,,0,,,,,,,1.49000007739867,,,,,,,,,,,,,,,,0,,0,,,10.2600002064,,,,,,,,,,0.0199996705558365,0.268942478628032,,,,0.0979591858329785,,,142.9999965842,7.01014,,3.67792181147689,,,,8,,,11.850475,,,,,,,,,,,,,,,,,,13.7500000000001,,0.00534321905083085,,,,,,,,,,,,,,,,,,,14.8310189681417,,,,0.51473097971895,,,,,,,,11.5752123111859,,0,16.829999868,,,,,,,,,,,140.999999862384,,2557.1201172456,,,30.2199994444446,,,0,,,,,3.74204063830479,,,,,,,-6.01000022682965,,,,,,0,,0,6.94975849370425,,,,75.683338430084,,,,,,461.487479452363,,,,,14.8345818787305,,,0,,2591.0600587128,,2591.0600587128,,,,,,0,,,,-6.01000022682965,3.46,14.9361031539636,,,,,,2439.5000000352
